filename,currentPosX,currentPosY,currentDeg,targetPosX,targetPosY
AUG21_3x3_5slopes.csv,0,0,0,150,311
,0,0,0,225,311
,0,0,0,300,311
,0,0,0,375,311
,0,0,0,450,311
,0,0,0,150,386
,0,0,0,225,386
,0,0,0,300,386
,0,0,0,375,386
,0,0,0,450,386
