,Timestamp,toio_ID,from_x,from_y,from_degree,action,to_x,to_y,to_degree
147,4,14,670,80,180.0,moveForward,670,90,180.0
148,4,15,760,80,180.0,moveForward,760,90,180.0
149,4,16,830,140,270.0,moveForward,820,140,270.0
150,4,17,830,240,270.0,moveForward,820,240,270.0
151,4,18,830,340,270.0,moveForward,820,340,270.0
152,4,19,830,430,270.0,moveForward,820,430,270.0
153,4,20,860,550,180.0,moveForward,860,560,180.0
154,4,21,830,620,270.0,moveForward,820,620,270.0
155,4,22,830,720,270.0,moveForward,820,720,270.0
156,4,23,830,810,270.0,moveForward,820,810,270.0
157,5,0,50,770,0.0,moveForward,50,760,0.0
158,5,1,50,680,0.0,moveForward,50,670,0.0
159,5,2,50,580,0.0,moveForward,50,570,0.0
160,5,3,30,510,270.0,moveForward,20,510,270.0
161,5,4,50,470,180.0,moveForward,50,480,180.0
162,5,5,50,380,180.0,moveForward,50,390,180.0
163,5,6,90,240,90.0,moveForward,100,240,90.0
164,5,7,50,190,180.0,moveForward,50,200,180.0
165,5,8,100,90,180.0,moveForward,100,100,180.0
166,5,9,190,90,180.0,moveForward,190,100,180.0
167,5,10,290,90,180.0,moveForward,290,100,180.0
168,5,11,380,90,180.0,moveForward,380,100,180.0
169,5,12,460,70,180.0,moveForward,460,80,180.0
170,5,13,530,50,270.0,moveForward,520,50,270.0
171,5,14,670,90,180.0,moveForward,670,100,180.0
172,5,15,760,90,180.0,moveForward,760,100,180.0
173,5,16,820,140,270.0,rotateTo,820,140,180.0
174,5,16,820,140,180.0,moveForward,820,150,180.0
175,5,17,820,240,270.0,moveForward,810,240,270.0
176,5,18,820,340,270.0,moveForward,810,340,270.0
177,5,19,820,430,270.0,moveForward,810,430,270.0
178,5,20,860,560,180.0,moveForward,860,570,180.0
179,5,21,820,620,270.0,moveForward,810,620,270.0
180,5,22,820,720,270.0,moveForward,810,720,270.0
181,5,23,820,810,270.0,moveForward,810,810,270.0
182,6,0,50,760,0.0,moveForward,50,750,0.0
183,6,1,50,670,0.0,moveForward,50,660,0.0
184,6,2,50,570,0.0,moveForward,50,560,0.0
185,6,3,20,510,270.0,rotateTo,20,510,0.0
186,6,3,20,510,0.0,moveForward,20,500,0.0
187,6,4,50,480,180.0,rotateTo,50,480,90.0
188,6,4,50,480,90.0,moveForward,60,480,90.0
189,6,5,50,390,180.0,moveForward,50,400,180.0
190,6,6,100,240,90.0,moveForward,110,240,90.0
191,6,7,50,200,180.0,moveForward,50,210,180.0
192,6,8,100,100,180.0,moveForward,100,110,180.0
193,6,9,190,100,180.0,moveForward,190,110,180.0
194,6,10,290,100,180.0,moveForward,290,110,180.0
195,6,11,380,100,180.0,moveForward,380,110,180.0
196,6,12,460,80,180.0,moveForward,460,90,180.0
197,6,13,520,50,270.0,moveForward,510,50,270.0
198,6,14,670,100,180.0,moveForward,670,110,180.0
199,6,15,760,100,180.0,moveForward,760,110,180.0
200,6,16,820,150,180.0,moveForward,820,160,180.0
201,6,17,810,240,270.0,moveForward,800,240,270.0
202,6,18,810,340,270.0,moveForward,800,340,270.0
203,6,19,810,430,270.0,moveForward,800,430,270.0
204,6,20,860,570,180.0,moveForward,860,580,180.0
205,6,21,810,620,270.0,moveForward,800,620,270.0
206,6,22,810,720,270.0,moveForward,800,720,270.0
207,6,23,810,810,270.0,moveForward,810,810,270.0
208,7,0,50,750,0.0,moveForward,50,740,0.0
209,7,1,50,660,0.0,moveForward,50,650,0.0
210,7,2,50,560,0.0,rotateTo,50,560,90.0
211,7,2,50,560,90.0,moveForward,60,560,90.0
212,7,3,20,500,0.0,moveForward,20,490,0.0
213,7,4,60,480,90.0,moveForward,70,480,90.0
214,7,5,50,400,180.0,moveForward,50,410,180.0
215,7,6,110,240,90.0,moveForward,120,240,90.0
216,7,7,50,210,180.0,moveForward,50,220,180.0
217,7,8,100,110,180.0,moveForward,100,120,180.0
218,7,9,190,110,180.0,moveForward,190,120,180.0
219,7,10,290,110,180.0,moveForward,290,120,180.0
220,7,11,380,110,180.0,moveForward,380,120,180.0
221,7,12,460,90,180.0,moveForward,460,100,180.0
222,7,13,510,50,270.0,moveForward,500,50,270.0
223,7,14,670,110,180.0,moveForward,670,120,180.0
224,7,15,760,110,180.0,moveForward,760,120,180.0
225,7,16,820,160,180.0,moveForward,820,170,180.0
226,7,17,800,240,270.0,moveForward,790,240,270.0
227,7,18,800,340,270.0,moveForward,790,340,270.0
228,7,19,800,430,270.0,moveForward,790,430,270.0
229,7,20,860,580,180.0,moveForward,860,590,180.0
230,7,21,800,620,270.0,moveForward,790,620,270.0
231,7,22,800,720,270.0,moveForward,790,720,270.0
232,7,23,810,810,270.0,rotateTo,810,810,0.0
233,7,23,810,810,0.0,moveForward,810,800,0.0
234,8,0,50,740,0.0,moveForward,50,730,0.0
235,8,1,50,650,0.0,moveForward,50,640,0.0
236,8,2,60,560,90.0,moveForward,70,560,90.0
237,8,3,20,490,0.0,moveForward,20,480,0.0
238,8,4,70,480,90.0,moveForward,80,480,90.0
239,8,5,50,410,180.0,moveForward,50,420,180.0
240,8,6,120,240,90.0,rotateTo,120,240,0.0
241,8,6,120,240,0.0,moveForward,120,230,0.0
242,8,7,50,220,180.0,moveForward,50,230,180.0
243,8,8,100,120,180.0,moveForward,100,130,180.0
244,8,9,190,120,180.0,moveForward,190,130,180.0
245,8,10,290,120,180.0,moveForward,290,130,180.0
246,8,11,380,120,180.0,moveForward,380,130,180.0
247,8,12,460,100,180.0,moveForward,460,110,180.0
248,8,13,500,50,270.0,moveForward,490,50,270.0
249,8,14,670,120,180.0,moveForward,670,130,180.0
250,8,15,760,120,180.0,moveForward,760,130,180.0
251,8,16,820,170,180.0,moveForward,820,180,180.0
252,8,17,790,240,270.0,moveForward,780,240,270.0
253,8,18,790,340,270.0,moveForward,780,340,270.0
254,8,19,790,430,270.0,moveForward,780,430,270.0
255,8,20,860,590,180.0,moveForward,860,600,180.0
256,8,21,790,620,270.0,moveForward,780,620,270.0
257,8,22,790,720,270.0,moveForward,780,720,270.0
258,8,23,810,800,0.0,moveForward,810,790,0.0
259,9,0,50,730,0.0,moveForward,50,720,0.0
260,9,1,50,640,0.0,moveForward,50,630,0.0
261,9,2,70,560,90.0,moveForward,80,560,90.0
262,9,3,20,480,0.0,moveForward,20,470,0.0
263,9,4,80,480,90.0,moveForward,90,480,90.0
264,9,5,50,420,180.0,moveForward,50,430,180.0
265,9,6,120,230,0.0,rotateTo,120,230,90.0
266,9,6,120,230,90.0,moveForward,130,230,90.0
267,9,7,50,230,180.0,moveForward,50,240,180.0
268,9,8,100,130,180.0,moveForward,100,140,180.0
269,9,9,190,130,180.0,moveForward,190,140,180.0
270,9,10,290,130,180.0,moveForward,290,140,180.0
271,9,11,380,130,180.0,moveForward,380,140,180.0
272,9,12,460,110,180.0,moveForward,460,120,180.0
273,9,13,490,50,270.0,moveForward,480,50,270.0
274,9,14,670,130,180.0,moveForward,670,140,180.0
275,9,15,760,130,180.0,moveForward,760,140,180.0
276,9,16,820,180,180.0,moveForward,820,190,180.0
277,9,17,780,240,270.0,rotateTo,780,240,180.0
278,9,17,780,240,180.0,moveForward,780,250,180.0
279,9,18,780,340,270.0,rotateTo,780,340,180.0
280,9,18,780,340,180.0,moveForward,780,350,180.0
281,9,19,780,430,270.0,rotateTo,780,430,180.0
282,9,19,780,430,180.0,moveForward,780,440,180.0
283,9,20,860,600,180.0,moveForward,860,610,180.0
284,9,21,780,620,270.0,rotateTo,780,620,0.0
285,9,21,780,620,0.0,moveForward,780,610,0.0
286,9,22,780,720,270.0,moveForward,780,720,270.0
287,9,23,810,790,0.0,moveForward,810,780,0.0
288,10,0,50,720,0.0,moveForward,50,710,0.0
289,10,1,50,630,0.0,moveForward,50,620,0.0
290,10,2,80,560,90.0,moveForward,90,560,90.0
291,10,3,20,470,0.0,rotateTo,20,470,270.0
292,10,3,20,470,270.0,moveForward,10,470,270.0
293,10,4,90,480,90.0,moveForward,100,480,90.0
294,10,5,50,430,180.0,moveForward,50,440,180.0
295,10,6,130,230,90.0,moveForward,140,230,90.0
296,10,7,50,240,180.0,rotateTo,50,240,90.0
297,10,7,50,240,90.0,moveForward,60,240,90.0
298,10,8,100,140,180.0,moveForward,100,150,180.0
299,10,9,190,140,180.0,moveForward,190,150,180.0
300,10,10,290,140,180.0,moveForward,290,150,180.0
301,10,11,380,140,180.0,moveForward,380,150,180.0
302,10,12,460,120,180.0,moveForward,460,130,180.0
303,10,13,480,50,270.0,moveForward,470,50,270.0
304,10,14,670,140,180.0,moveForward,670,150,180.0
305,10,15,760,140,180.0,moveForward,760,150,180.0
306,10,16,820,190,180.0,moveForward,820,200,180.0
307,10,17,780,250,180.0,moveForward,780,260,180.0
308,10,18,780,350,180.0,moveForward,780,360,180.0
309,10,19,780,440,180.0,moveForward,780,450,180.0
310,10,20,860,610,180.0,moveForward,860,620,180.0
311,10,21,780,610,0.0,moveForward,780,600,0.0
312,10,22,780,720,270.0,rotateTo,780,720,0.0
313,10,22,780,720,0.0,moveForward,780,710,0.0
314,10,23,810,780,0.0,moveForward,810,770,0.0
315,11,0,50,710,0.0,moveForward,50,700,0.0
316,11,1,50,620,0.0,moveForward,50,610,0.0
317,11,2,90,560,90.0,moveForward,100,560,90.0
318,11,3,10,470,270.0,rotateTo,10,470,0.0
319,11,3,10,470,0.0,moveForward,10,460,0.0
320,11,4,100,480,90.0,moveForward,110,480,90.0
321,11,5,50,440,180.0,moveForward,50,450,180.0
322,11,6,140,230,90.0,moveForward,150,230,90.0
323,11,7,60,240,90.0,rotateTo,60,240,270.0
324,11,7,60,240,270.0,moveForward,60,240,270.0
325,11,8,100,150,180.0,moveForward,100,160,180.0
326,11,9,190,150,180.0,moveForward,190,160,180.0
327,11,10,290,150,180.0,moveForward,290,160,180.0
328,11,11,380,150,180.0,moveForward,380,160,180.0
329,11,12,460,130,180.0,moveForward,460,140,180.0
330,11,13,470,50,270.0,moveForward,460,50,270.0
331,11,14,670,150,180.0,moveForward,670,160,180.0
332,11,15,760,150,180.0,moveForward,760,160,180.0
333,11,16,820,200,180.0,moveForward,820,210,180.0
334,11,17,780,260,180.0,moveForward,780,270,180.0
335,11,18,780,360,180.0,moveForward,780,370,180.0
336,11,19,780,450,180.0,moveForward,780,460,180.0
337,11,20,860,620,180.0,moveForward,860,630,180.0
338,11,21,780,600,0.0,moveForward,780,590,0.0
339,11,22,780,710,0.0,moveForward,780,700,0.0
340,11,23,810,770,0.0,moveForward,810,760,0.0
341,12,0,50,700,0.0,moveForward,50,690,0.0
342,12,1,50,610,0.0,moveForward,50,600,0.0
343,12,2,100,560,90.0,moveForward,110,560,90.0
344,12,3,10,460,0.0,moveForward,10,450,0.0
345,12,4,110,480,90.0,moveForward,120,480,90.0
346,12,5,50,450,180.0,moveForward,50,460,180.0
347,12,6,150,230,90.0,moveForward,160,230,90.0
348,12,7,60,240,270.0,rotateTo,60,240,0.0
349,12,7,60,240,0.0,moveForward,60,230,0.0
350,12,8,100,160,180.0,moveForward,100,170,180.0
351,12,9,190,160,180.0,moveForward,190,170,180.0
352,12,10,290,160,180.0,moveForward,290,170,180.0
353,12,11,380,160,180.0,moveForward,380,170,180.0
354,12,12,460,140,180.0,moveForward,460,150,180.0
355,12,13,460,50,270.0,rotateTo,460,50,180.0
356,12,13,460,50,180.0,moveForward,460,60,180.0
357,12,14,670,160,180.0,moveForward,670,170,180.0
358,12,15,760,160,180.0,moveForward,760,170,180.0
359,12,16,820,210,180.0,moveForward,820,220,180.0
360,12,17,780,270,180.0,moveForward,780,280,180.0
361,12,18,780,370,180.0,moveForward,780,380,180.0
362,12,19,780,460,180.0,moveForward,780,470,180.0
363,12,20,860,630,180.0,moveForward,860,640,180.0
364,12,21,780,590,0.0,moveForward,780,580,0.0
365,12,22,780,700,0.0,moveForward,780,690,0.0
366,12,23,810,760,0.0,moveForward,810,750,0.0
367,13,0,50,690,0.0,moveForward,50,680,0.0
368,13,1,50,600,0.0,moveForward,50,590,0.0
369,13,2,110,560,90.0,moveForward,120,560,90.0
370,13,3,10,450,0.0,moveForward,10,440,0.0
371,13,4,120,480,90.0,rotateTo,120,480,180.0
372,13,4,120,480,180.0,moveForward,120,490,180.0
373,13,5,50,460,180.0,moveForward,50,470,180.0
374,13,6,160,230,90.0,moveForward,170,230,90.0
375,13,7,60,230,0.0,moveForward,60,220,0.0
376,13,8,100,170,180.0,moveForward,100,180,180.0
377,13,9,190,170,180.0,moveForward,190,180,180.0
378,13,10,290,170,180.0,moveForward,290,180,180.0
379,13,11,380,170,180.0,moveForward,380,180,180.0
380,13,12,460,150,180.0,moveForward,460,160,180.0
381,13,13,460,60,180.0,moveForward,460,70,180.0
382,13,14,670,170,180.0,moveForward,670,180,180.0
383,13,15,760,170,180.0,moveForward,760,180,180.0
384,13,16,820,220,180.0,moveForward,820,230,180.0
385,13,17,780,280,180.0,moveForward,780,290,180.0
386,13,18,780,380,180.0,moveForward,780,390,180.0
387,13,19,780,470,180.0,moveForward,780,480,180.0
388,13,20,860,640,180.0,moveForward,860,650,180.0
389,13,21,780,580,0.0,moveForward,780,570,0.0
390,13,22,780,690,0.0,moveForward,780,680,0.0
391,13,23,810,750,0.0,moveForward,810,740,0.0
392,14,0,50,680,0.0,moveForward,50,670,0.0
393,14,1,50,590,0.0,moveForward,50,580,0.0
394,14,2,120,560,90.0,moveForward,130,560,90.0
395,14,3,10,440,0.0,moveForward,10,430,0.0
396,14,4,120,490,180.0,moveForward,120,500,180.0
397,14,5,50,470,180.0,moveForward,50,480,180.0
398,14,6,170,230,90.0,moveForward,180,230,90.0
399,14,7,60,220,0.0,moveForward,60,210,0.0
400,14,8,100,180,180.0,moveForward,100,190,180.0
401,14,9,190,180,180.0,moveForward,190,190,180.0
402,14,10,290,180,180.0,moveForward,290,190,180.0
403,14,11,380,180,180.0,moveForward,380,190,180.0
404,14,12,460,160,180.0,moveForward,460,170,180.0
405,14,13,460,70,180.0,moveForward,460,80,180.0
406,14,14,670,180,180.0,moveForward,670,190,180.0
407,14,15,760,180,180.0,moveForward,760,190,180.0
408,14,16,820,230,180.0,moveForward,820,240,180.0
409,14,17,780,290,180.0,moveForward,780,300,180.0
410,14,18,780,390,180.0,moveForward,780,400,180.0
411,14,19,780,480,180.0,moveForward,780,490,180.0
412,14,20,860,650,180.0,moveForward,860,660,180.0
413,14,21,780,570,0.0,rotateTo,780,570,270.0
414,14,21,780,570,270.0,moveForward,770,570,270.0
415,14,22,780,680,0.0,moveForward,780,670,0.0
416,14,23,810,740,0.0,moveForward,810,730,0.0
417,15,0,50,670,0.0,moveForward,50,660,0.0
418,15,1,50,580,0.0,moveForward,50,570,0.0
419,15,2,130,560,90.0,moveForward,140,560,90.0
420,15,3,10,430,0.0,moveForward,10,420,0.0
421,15,4,120,500,180.0,moveForward,120,510,180.0
422,15,5,50,480,180.0,rotateTo,50,480,90.0
423,15,5,50,480,90.0,moveForward,60,480,90.0
424,15,6,180,230,90.0,moveForward,190,230,90.0
425,15,7,60,210,0.0,moveForward,60,200,0.0
426,15,8,100,190,180.0,moveForward,100,200,180.0
427,15,9,190,190,180.0,rotateTo,190,190,270.0
428,15,9,190,190,270.0,moveForward,180,190,270.0
429,15,10,290,190,180.0,moveForward,290,200,180.0
430,15,11,380,190,180.0,moveForward,380,200,180.0
431,15,12,460,170,180.0,moveForward,460,180,180.0
432,15,13,460,80,180.0,moveForward,460,90,180.0
433,15,14,670,190,180.0,moveForward,670,200,180.0
434,15,15,760,190,180.0,moveForward,760,200,180.0
435,15,16,820,240,180.0,moveForward,820,250,180.0
436,15,17,780,300,180.0,moveForward,780,310,180.0
437,15,18,780,400,180.0,moveForward,780,410,180.0
438,15,19,780,490,180.0,moveForward,780,500,180.0
439,15,20,860,660,180.0,moveForward,860,670,180.0
440,15,21,770,570,270.0,moveForward,760,570,270.0
441,15,22,780,670,0.0,moveForward,780,660,0.0
442,15,23,810,730,0.0,moveForward,810,720,0.0
443,16,0,50,660,0.0,moveForward,50,650,0.0
444,16,1,50,570,0.0,rotateTo,50,570,90.0
445,16,1,50,570,90.0,moveForward,60,570,90.0
446,16,2,140,560,90.0,moveForward,150,560,90.0
447,16,3,10,420,0.0,rotateTo,10,420,90.0
448,16,3,10,420,90.0,moveForward,20,420,90.0
449,16,4,120,510,180.0,moveForward,120,520,180.0
450,16,5,60,480,90.0,moveForward,70,480,90.0
451,16,6,190,230,90.0,moveForward,200,230,90.0
452,16,7,60,200,0.0,moveForward,60,190,0.0
453,16,8,100,200,180.0,moveForward,100,210,180.0
454,16,9,180,190,270.0,moveForward,170,190,270.0
455,16,10,290,200,180.0,moveForward,290,210,180.0
456,16,11,380,200,180.0,moveForward,380,210,180.0
457,16,12,460,180,180.0,moveForward,460,190,180.0
458,16,13,460,90,180.0,moveForward,460,100,180.0
459,16,14,670,200,180.0,moveForward,670,210,180.0
460,16,15,760,200,180.0,moveForward,760,210,180.0
461,16,16,820,250,180.0,moveForward,820,260,180.0
462,16,17,780,310,180.0,moveForward,780,320,180.0
463,16,18,780,410,180.0,moveForward,780,420,180.0
464,16,19,780,500,180.0,moveForward,780,510,180.0
465,16,20,860,670,180.0,moveForward,860,680,180.0
466,16,21,760,570,270.0,moveForward,750,570,270.0
467,16,22,780,660,0.0,moveForward,780,650,0.0
468,16,23,810,720,0.0,moveForward,810,710,0.0
469,17,0,50,650,0.0,moveForward,50,640,0.0
470,17,1,60,570,90.0,moveForward,70,570,90.0
471,17,2,150,560,90.0,moveForward,160,560,90.0
472,17,3,20,420,90.0,moveForward,30,420,90.0
473,17,4,120,520,180.0,moveForward,120,530,180.0
474,17,5,70,480,90.0,moveForward,80,480,90.0
475,17,6,200,230,90.0,moveForward,210,230,90.0
476,17,7,60,190,0.0,rotateTo,60,190,90.0
477,17,7,60,190,90.0,moveForward,70,190,90.0
478,17,8,100,210,180.0,moveForward,100,220,180.0
479,17,9,170,190,270.0,rotateTo,170,190,180.0
480,17,9,170,190,180.0,moveForward,170,200,180.0
481,17,10,290,210,180.0,moveForward,290,220,180.0
482,17,11,380,210,180.0,moveForward,380,220,180.0
483,17,12,460,190,180.0,moveForward,460,200,180.0
484,17,13,460,100,180.0,moveForward,460,110,180.0
485,17,14,670,210,180.0,moveForward,670,220,180.0
486,17,15,760,210,180.0,moveForward,760,220,180.0
487,17,16,820,260,180.0,moveForward,820,270,180.0
488,17,17,780,320,180.0,moveForward,780,330,180.0
489,17,18,780,420,180.0,moveForward,780,430,180.0
490,17,19,780,510,180.0,moveForward,780,520,180.0
491,17,20,860,680,180.0,moveForward,860,690,180.0
492,17,21,750,570,270.0,moveForward,740,570,270.0
493,17,22,780,650,0.0,moveForward,780,640,0.0
494,17,23,810,710,0.0,moveForward,810,700,0.0
495,18,0,50,640,0.0,moveForward,50,630,0.0
496,18,1,70,570,90.0,moveForward,80,570,90.0
497,18,2,160,560,90.0,rotateTo,160,560,0.0
498,18,2,160,560,0.0,moveForward,160,550,0.0
499,18,3,30,420,90.0,moveForward,40,420,90.0
500,18,4,120,530,180.0,moveForward,120,540,180.0
501,18,5,80,480,90.0,moveForward,90,480,90.0
502,18,6,210,230,90.0,moveForward,220,230,90.0
503,18,7,70,190,90.0,moveForward,80,190,90.0
504,18,8,100,220,180.0,moveForward,100,230,180.0
505,18,9,170,200,180.0,moveForward,170,210,180.0
506,18,10,290,220,180.0,moveForward,290,230,180.0
507,18,11,380,220,180.0,moveForward,380,230,180.0
508,18,12,460,200,180.0,moveForward,460,210,180.0
509,18,13,460,110,180.0,moveForward,460,120,180.0
