Large_X,Large_Y,Small_0X,Small_0Y,Small_1X,Small_1Y,Small_2X,Small_2Y
1007,182,607,212,607,212,607,212
1012,177,607,212,607,212,607,212
1017,172,607,212,607,212,607,212
1022,167,607,212,607,212,607,212
1027,162,607,212,607,212,607,212
1032,157,607,212,607,212,607,212
1037,152,607,212,607,212,607,212
1042,147,607,212,607,212,607,212
1047,142,607,212,607,212,607,212
1052,137,607,212,607,212,607,212
1057,132,607,212,607,212,607,212
1062,127,607,212,607,212,607,212
1067,122,607,212,607,212,607,212
1072,117,607,212,607,212,607,212
1077,112,607,212,607,212,607,212
1072,107,607,212,607,212,607,212
1067,102,607,212,607,212,607,212
1062,97,607,212,607,212,607,212
1057,92,607,212,607,212,607,212
1052,87,607,212,607,212,607,212
1047,82,607,212,607,212,607,212
1042,77,607,212,607,212,607,212
1037,72,607,212,607,212,607,212
1032,67,607,212,607,212,607,212
1027,62,607,212,607,212,607,212
1022,57,607,212,607,212,607,212
1017,52,607,212,607,212,607,212
1012,47,607,212,607,212,607,212
1007,42,607,212,607,212,607,212
1002,37,607,212,607,212,607,212
997,32,607,212,607,212,607,212
992,27,607,212,607,212,607,212
987,32,607,212,607,212,607,212
982,37,607,212,607,212,607,212
977,42,607,212,607,212,607,212
972,47,607,212,607,212,607,212
967,52,607,212,607,212,607,212
962,57,607,212,607,212,607,212
957,62,607,212,607,212,607,212
952,67,607,212,607,212,607,212
947,72,607,212,607,212,607,212
942,77,607,212,607,212,607,212
937,82,607,212,607,212,607,212
932,87,607,212,607,212,607,212
927,92,607,212,607,212,607,212
922,97,607,212,607,212,607,212
917,102,607,212,607,212,607,212
912,107,607,212,607,212,607,212
907,112,607,212,607,212,607,212
902,117,607,212,607,212,607,212
897,122,607,212,607,212,607,212
892,127,607,212,607,212,607,212
887,132,607,212,607,212,607,212
882,137,607,212,607,212,607,212
877,142,607,212,607,212,607,212
872,147,607,212,607,212,607,212
867,152,607,212,607,212,607,212
862,157,607,212,607,212,607,212
857,162,607,212,607,212,607,212
852,167,607,212,607,212,607,212
847,172,607,212,607,212,607,212
842,177,607,212,607,212,607,212
837,182,607,212,607,212,607,212
832,187,607,212,607,212,607,212
827,192,607,212,607,212,607,212
822,197,607,212,607,212,607,212
817,202,607,212,607,212,607,212
812,207,607,212,607,212,607,212
807,212,607,212,607,212,607,212
802,217,607,212,607,212,607,212
797,222,607,212,607,212,607,212
792,227,607,212,607,212,607,212
787,232,607,212,607,212,607,212
782,237,607,212,607,212,607,212
777,242,607,212,607,212,607,212
772,247,607,212,607,212,607,212
767,252,607,212,607,212,607,212
762,257,607,212,607,212,607,212
757,262,607,212,607,212,607,212
752,267,607,212,607,212,607,212
747,272,607,212,607,212,607,212
742,277,607,212,607,212,607,212
737,282,607,212,607,212,607,212
732,287,607,212,607,212,607,212
727,292,607,212,607,212,607,212
722,297,607,212,607,212,607,212
717,302,607,212,607,212,607,212
712,307,607,212,607,212,607,212
707,312,607,212,607,212,607,212
702,317,607,212,607,212,607,212
697,322,607,212,607,212,607,212
692,327,607,212,607,212,607,212
687,332,607,212,607,212,607,212
682,337,607,212,607,212,607,212
677,342,607,212,607,212,607,212
672,347,607,212,607,212,607,212
667,352,607,212,607,212,607,212
662,357,607,212,607,212,607,212
657,362,607,212,607,212,607,212
652,367,607,212,607,212,607,212
647,372,607,212,607,212,607,212
642,377,607,212,607,212,607,212
637,382,607,212,607,212,607,212
632,387,607,212,607,212,607,212
627,392,607,212,607,212,607,212
622,397,607,212,607,212,607,212
617,392,607,212,607,212,607,212
612,387,607,212,607,212,607,212
607,382,607,212,607,212,607,212
602,377,607,212,607,212,607,212
597,372,607,212,607,212,607,212
592,367,607,212,607,212,607,212
587,362,607,212,607,212,607,212
582,357,607,212,607,212,607,212
577,352,607,212,607,212,607,212
572,347,607,212,607,212,607,212
567,342,607,212,607,212,607,212
562,337,607,212,607,212,607,212
557,332,607,212,607,212,607,212
552,327,607,212,607,212,607,212
547,322,607,212,607,212,607,212
542,317,607,212,607,212,607,212
537,312,607,212,607,212,607,212
532,307,607,212,607,212,607,212
527,302,607,212,607,212,607,212
522,297,607,212,607,212,607,212
517,292,607,212,607,212,607,212
512,287,607,212,607,212,607,212
507,282,607,212,607,212,607,212
502,277,607,212,607,212,607,212
497,272,607,212,607,212,607,212
492,267,607,212,607,212,607,212
487,262,607,212,607,212,607,212
482,257,607,212,607,212,607,212
477,252,607,212,607,212,607,212
472,247,607,212,607,212,607,212
467,242,607,212,607,212,607,212
462,237,607,212,607,212,607,212
457,232,607,212,607,212,607,212
452,227,607,212,607,212,607,212
447,222,607,212,607,212,607,212
442,217,607,212,607,212,607,212
437,212,607,212,607,212,607,212
432,207,607,212,607,212,607,212
427,202,607,212,607,212,607,212
422,197,607,212,607,212,607,212
417,192,607,212,607,212,607,212
412,187,607,212,607,212,607,212
407,182,607,212,607,212,607,212
402,177,607,212,607,212,607,212
397,172,607,212,607,212,607,212
392,167,607,212,607,212,607,212
387,162,607,212,607,212,607,212
382,157,607,212,607,212,607,212
377,152,607,212,607,212,607,212
372,147,607,212,607,212,607,212
367,142,607,212,607,212,607,212
362,137,607,212,607,212,607,212
357,132,607,212,607,212,607,212
352,127,607,212,607,212,607,212
347,122,607,212,607,212,607,212
342,117,607,212,607,212,607,212
337,112,607,212,607,212,607,212
332,107,607,212,607,212,607,212
327,102,607,212,607,212,607,212
322,97,607,212,607,212,607,212
317,92,607,212,607,212,607,212
312,87,607,212,607,212,607,212
307,82,607,212,607,212,607,212
302,77,607,212,607,212,607,212
297,72,607,212,607,212,607,212
292,67,607,212,607,212,607,212
287,62,607,212,607,212,607,212
282,57,607,212,607,212,607,212
277,52,607,212,607,212,607,212
272,47,607,212,607,212,607,212
267,42,607,212,607,212,607,212
262,37,607,212,607,212,607,212
257,32,607,212,607,212,607,212
252,27,607,212,607,212,607,212
247,32,607,212,607,212,607,212
242,37,607,212,607,212,607,212
237,42,607,212,607,212,607,212
232,47,607,212,607,212,607,212
227,52,607,212,607,212,607,212
222,57,607,212,607,212,607,212
217,62,607,212,607,212,607,212
212,67,607,212,607,212,607,212
207,72,607,212,607,212,607,212
202,77,607,212,607,212,607,212
197,82,607,212,607,212,607,212
192,87,607,212,607,212,607,212
187,92,607,212,607,212,607,212
182,97,607,212,607,212,607,212
177,102,607,212,607,212,607,212
172,107,607,212,607,212,607,212
167,112,607,212,607,212,607,212
162,117,607,212,607,212,607,212
157,122,607,212,607,212,607,212
152,127,607,212,607,212,607,212
147,132,607,212,607,212,607,212
142,137,607,212,607,212,607,212
137,142,607,212,607,212,607,212
132,147,607,212,607,212,607,212
132,152,607,212,607,212,607,212
138,157,607,212,607,212,607,212
143,163,607,212,607,212,607,212
149,168,607,212,607,212,607,212
154,174,607,212,607,212,607,212
160,179,607,212,607,212,607,212
165,185,607,212,607,212,607,212
171,190,607,212,607,212,607,212
176,196,607,212,607,212,607,212
182,201,607,212,607,212,607,212
187,207,607,212,607,212,607,212
193,212,607,212,607,212,607,212
198,218,607,212,607,212,607,212
204,223,607,212,607,212,607,212
209,229,607,212,607,212,607,212
215,234,607,212,607,212,607,212
220,240,607,212,607,212,607,212
226,245,607,212,607,212,607,212
231,251,607,212,607,212,607,212
237,256,607,212,607,212,607,212
242,262,607,212,607,212,607,212
248,267,607,212,607,212,607,212
253,273,607,212,607,212,607,212
259,278,607,212,607,212,607,212
264,284,607,212,607,212,607,212
270,289,607,212,607,212,607,212
275,295,607,212,607,212,607,212
281,300,607,212,607,212,607,212
286,306,607,212,607,212,607,212
292,311,607,212,607,212,607,212
297,317,607,212,607,212,607,212
303,322,607,212,607,212,607,212
308,328,607,212,607,212,607,212
314,333,607,212,607,212,607,212
319,339,607,212,607,212,607,212
325,344,607,212,607,212,607,212
330,350,607,212,607,212,607,212
336,355,607,212,607,212,607,212
341,361,607,212,607,212,607,212
347,366,607,212,607,212,607,212
352,372,607,212,607,212,607,212
358,377,607,212,607,212,607,212
363,383,607,212,607,212,607,212
369,388,607,212,607,212,607,212
374,394,607,212,607,212,607,212
380,399,607,212,607,212,607,212
385,394,607,212,607,212,607,212
391,388,607,212,607,212,607,212
396,383,607,212,607,212,607,212
402,377,607,212,607,212,607,212
407,372,607,212,607,212,607,212
413,366,607,212,607,212,607,212
418,361,607,212,607,212,607,212
424,355,607,212,607,212,607,212
429,350,607,212,607,212,607,212
435,344,607,212,607,212,607,212
440,339,607,212,607,212,607,212
446,333,607,212,607,212,607,212
451,328,607,212,607,212,607,212
457,322,607,212,607,212,607,212
462,317,607,212,607,212,607,212
468,311,607,212,607,212,607,212
473,306,607,212,607,212,607,212
479,300,607,212,607,212,607,212
484,295,607,212,607,212,607,212
490,289,607,212,607,212,607,212
495,284,607,212,607,212,607,212
501,278,607,212,607,212,607,212
506,273,607,212,607,212,607,212
512,267,607,212,607,212,607,212
517,262,607,212,607,212,607,212
523,256,607,212,607,212,607,212
528,251,607,212,607,212,607,212
534,245,607,212,607,212,607,212
539,240,607,212,607,212,607,212
545,234,607,212,607,212,607,212
550,229,607,212,607,212,607,212
556,223,607,212,607,212,607,212
561,218,607,212,607,212,607,212
567,212,607,212,607,212,607,212
572,207,607,212,607,212,607,212
578,201,607,212,607,212,607,212
583,196,607,212,607,212,607,212
589,190,607,212,607,212,607,212
594,185,607,212,607,212,607,212
600,179,607,212,607,212,607,212
605,174,607,212,607,212,607,212
611,168,607,212,607,212,607,212
611,168,609,217,612,214,611,220
611,168,611,222,617,216,615,228
611,168,613,227,622,218,619,236
611,168,615,232,627,220,623,244
611,168,617,237,632,222,627,252
611,168,619,242,637,224,631,260
611,168,621,247,642,226,635,268
611,168,623,252,647,228,639,276
611,168,625,257,652,230,643,284
611,168,627,262,657,232,647,292
611,168,629,267,662,234,651,300
611,168,631,272,667,236,655,308
611,168,633,277,672,238,659,316
611,168,635,282,677,240,663,324
611,168,637,287,682,242,667,332
611,168,639,292,687,244,671,340
611,168,641,297,692,246,675,348
611,168,643,302,697,248,679,356
611,168,645,307,702,250,683,364
611,168,647,312,707,252,687,372
611,168,649,317,712,254,691,380
611,168,651,322,717,256,695,388
611,168,653,327,722,258,699,396
611,168,655,332,727,260,703,404
611,168,657,337,732,262,707,412
611,168,659,342,737,264,711,404
611,168,661,347,742,266,715,396
611,168,663,352,747,268,719,388
611,168,665,357,752,270,723,380
611,168,667,362,757,272,727,372
611,168,669,367,762,274,731,364
611,168,671,372,767,276,735,356
611,168,673,377,772,278,739,348
611,168,675,382,777,280,743,340
611,168,677,387,782,282,747,332
611,168,679,392,787,284,751,324
611,168,681,397,792,286,755,316
611,168,683,402,797,288,759,308
611,168,685,407,802,290,763,300
611,168,687,402,807,292,767,292
611,168,689,397,812,294,771,284
611,168,691,392,817,296,775,276
611,168,693,387,822,298,779,268
611,168,695,382,827,300,783,260
611,168,697,377,832,302,787,252
611,168,699,372,837,304,791,244
611,168,701,367,842,306,795,236
611,168,703,362,847,308,799,228
611,168,705,357,852,310,803,220
611,168,707,352,857,312,807,212
611,168,709,347,862,314,811,204
611,168,711,342,867,316,815,196
611,168,713,337,872,318,819,188
611,168,715,332,877,320,823,180
611,168,717,327,882,322,827,172
611,168,719,322,887,324,831,164
611,168,721,317,892,326,835,156
611,168,723,312,897,328,839,148
611,168,725,307,902,330,843,140
611,168,727,302,907,332,847,132
611,168,729,297,912,334,851,124
611,168,731,292,917,336,855,116
611,168,733,287,922,338,859,108
611,168,735,282,927,340,863,100
611,168,737,277,932,342,867,92
611,168,739,272,937,344,871,84
611,168,741,267,942,346,875,76
611,168,743,262,947,348,879,68
611,168,745,257,952,350,883,60
611,168,747,252,957,352,887,52
611,168,749,247,962,354,891,44
611,168,751,242,967,356,895,36
611,168,753,237,972,358,899,28
611,168,755,232,977,360,903,20
611,168,757,227,982,362,907,12
611,168,759,222,987,364,911,20
611,168,761,217,992,366,915,28
611,168,763,212,997,368,919,36
611,168,765,207,1002,370,923,44
611,168,767,202,1007,372,927,52
611,168,769,197,1012,374,931,60
611,168,771,192,1017,376,935,68
611,168,773,187,1022,378,939,76
611,168,775,182,1027,380,943,84
611,168,777,177,1032,382,947,92
611,168,779,172,1037,384,951,100
611,168,781,167,1042,386,955,108
611,168,783,162,1047,388,959,116
611,168,785,157,1052,390,963,124
611,168,787,152,1057,392,967,132
611,168,789,147,1062,394,971,140
611,168,791,142,1067,396,975,148
611,168,793,137,1072,398,979,156
611,168,795,132,1077,400,983,164
611,168,797,127,1082,402,987,172
611,168,799,122,1087,404,991,180
611,168,801,117,1082,406,995,188
611,168,803,112,1077,408,999,196
611,168,805,107,1072,406,1003,204
611,168,807,102,1067,404,1007,212
611,168,809,97,1062,402,1011,220
611,168,811,92,1057,400,1015,228
611,168,813,87,1052,398,1019,236
611,168,815,82,1047,396,1023,244
611,168,817,77,1042,394,1027,252
611,168,819,72,1037,392,1031,260
611,168,821,67,1032,390,1035,268
611,168,823,62,1027,388,1039,276
611,168,825,57,1022,386,1043,284
611,168,827,52,1017,384,1047,292
611,168,829,47,1012,382,1051,300
611,168,831,42,1007,380,1055,308
611,168,833,37,1002,378,1059,316
611,168,835,32,997,376,1063,324
611,168,837,27,992,374,1067,332
611,168,839,22,987,372,1071,340
611,168,841,17,982,370,1075,348
611,168,843,22,977,368,1079,356
611,168,845,27,972,366,1083,364
611,168,847,32,967,364,1087,372
611,168,849,37,962,362,1083,380
611,168,851,42,957,360,1079,388
611,168,853,47,952,358,1075,396
611,168,855,52,947,356,1071,404
611,168,857,57,942,354,1067,412
611,168,859,62,937,352,1063,404
611,168,861,67,932,350,1059,396
611,168,863,72,927,348,1055,388
611,168,865,77,922,346,1051,380
611,168,867,82,917,344,1047,372
611,168,869,87,912,342,1043,364
611,168,871,92,907,340,1039,356
611,168,873,97,902,338,1035,348
611,168,875,102,897,336,1031,340
611,168,877,107,892,334,1027,332
611,168,879,112,887,332,1023,324
611,168,881,117,882,330,1019,316
611,168,883,122,877,328,1015,308
611,168,885,127,872,326,1011,300
611,168,887,132,867,324,1007,292
611,168,889,137,862,322,1003,284
611,168,891,142,857,320,999,276
611,168,893,147,852,318,995,268
611,168,895,152,847,316,991,260
611,168,897,157,842,314,987,252
611,168,899,162,837,312,983,244
611,168,901,167,832,310,979,236
611,168,903,172,827,308,975,228
611,168,905,177,822,306,971,220
611,168,907,182,817,304,967,212
611,168,909,187,812,302,963,204
611,168,911,192,807,300,959,196
611,168,913,197,802,298,955,188
611,168,915,202,797,296,951,180
611,168,917,207,792,294,947,172
611,168,919,212,787,292,943,164
611,168,921,217,782,290,939,156
611,168,923,222,777,288,935,148
611,168,925,227,772,286,931,140
611,168,927,232,767,284,927,132
611,168,929,237,762,282,923,124
611,168,931,242,757,280,919,116
611,168,933,247,752,278,915,108
611,168,935,252,747,276,911,100
611,168,937,257,742,274,907,92
611,168,939,262,737,272,903,84
611,168,941,267,732,270,899,76
611,168,943,272,727,268,895,68
611,168,945,277,722,266,891,60
611,168,947,282,717,264,887,52
611,168,949,287,712,262,883,44
611,168,951,292,707,260,879,36
611,168,953,297,702,258,875,28
611,168,955,302,697,256,871,20
611,168,957,307,692,254,867,12
611,168,959,312,687,252,863,20
611,168,961,317,682,250,859,28
611,168,963,322,677,248,855,36
611,168,965,327,672,246,851,44
611,168,967,332,667,244,847,52
611,168,969,337,662,242,843,60
611,168,971,342,657,240,839,68
611,168,973,347,652,238,835,76
611,168,975,352,647,236,831,84
611,168,977,357,642,234,827,92
611,168,979,362,637,232,823,100
611,168,981,367,632,230,819,108
611,168,983,372,627,228,815,116
611,168,985,377,622,226,811,124
611,168,987,382,617,224,807,132
611,168,989,387,612,222,803,140
611,168,991,392,607,220,799,148
611,168,993,397,602,218,795,156
611,168,995,402,597,216,791,164
611,168,997,407,592,214,787,172
611,168,999,402,587,212,783,180
611,168,1001,397,582,210,779,188
611,168,1003,392,577,208,775,196
611,168,1005,387,572,206,771,204
611,168,1007,382,567,204,767,212
611,168,1009,377,562,202,763,220
611,168,1011,372,557,200,759,228
611,168,1013,367,552,198,755,236
611,168,1015,362,547,196,751,244
611,168,1017,357,542,194,747,252
611,168,1019,352,537,192,743,260
611,168,1021,347,532,190,739,268
611,168,1023,342,527,188,735,276
611,168,1025,337,522,186,731,284
611,168,1027,332,517,184,727,292
611,168,1029,327,512,182,723,300
611,168,1031,322,507,180,719,308
611,168,1033,317,502,178,715,316
611,168,1035,312,497,176,711,324
611,168,1037,307,492,174,707,332
611,168,1039,302,487,172,703,340
611,168,1041,297,482,170,699,348
611,168,1043,292,477,168,695,356
611,168,1045,287,472,166,691,364
611,168,1047,282,467,164,687,372
611,168,1049,277,462,162,683,380
611,168,1051,272,457,160,679,388
611,168,1053,267,452,158,675,396
611,168,1055,262,447,156,671,404
611,168,1057,257,442,154,667,412
611,168,1059,252,437,152,663,404
611,168,1061,247,432,150,659,396
611,168,1063,242,427,148,655,388
611,168,1065,237,422,146,651,380
611,168,1067,232,417,144,647,372
611,168,1069,227,412,142,643,364
611,168,1071,222,407,140,639,356
611,168,1073,217,402,138,635,348
611,168,1075,212,397,136,631,340
611,168,1077,207,392,134,627,332
611,168,1079,202,387,132,623,324
611,168,1081,197,382,130,619,316
611,168,1083,192,377,128,615,308
611,168,1085,187,372,126,611,300
611,168,1087,182,367,124,607,292
611,168,1085,177,362,122,603,284
611,168,1083,172,357,120,599,276
611,168,1081,167,352,118,595,268
611,168,1079,162,347,116,591,260
611,168,1077,157,342,114,587,252
611,168,1075,152,337,112,583,244
611,168,1073,147,332,110,579,236
611,168,1071,142,327,108,575,228
611,168,1069,137,322,106,571,220
611,168,1067,132,317,104,567,212
611,168,1065,127,312,102,563,204
611,168,1063,122,307,100,559,196
611,168,1061,117,302,98,555,188
611,168,1059,112,297,96,551,180
611,168,1057,107,292,94,547,172
611,168,1055,102,287,92,543,164
611,168,1053,97,282,90,539,156
611,168,1051,92,277,88,535,148
611,168,1049,87,272,86,531,140
611,168,1047,82,267,84,527,132
611,168,1045,77,262,82,523,124
611,168,1043,72,257,80,519,116
611,168,1041,67,252,78,515,108
611,168,1039,62,247,76,511,100
611,168,1037,57,242,74,507,92
611,168,1035,52,237,72,503,84
611,168,1033,47,232,70,499,76
611,168,1031,42,227,68,495,68
611,168,1029,37,222,66,491,60
611,168,1027,32,217,64,487,52
611,168,1025,27,212,62,483,44
611,168,1023,22,207,60,479,36
611,168,1021,17,202,58,475,28
611,168,1019,22,197,56,471,20
611,168,1017,27,192,54,467,12
611,168,1015,32,187,52,463,20
611,168,1013,37,182,50,459,28
611,168,1011,42,177,48,455,36
611,168,1009,47,172,46,451,44
611,168,1007,52,167,44,447,52
611,168,1005,57,162,42,443,60
611,168,1003,62,157,40,439,68
611,168,1001,67,152,38,435,76
611,168,999,72,147,36,431,84
611,168,997,77,142,34,427,92
611,168,995,82,137,32,423,100
611,168,993,87,132,30,419,108
611,168,991,92,127,28,415,116
611,168,989,97,122,26,411,124
611,168,987,102,122,24,407,132
611,168,985,107,128,21,403,140
611,168,983,112,133,19,399,148
611,168,981,117,139,17,395,156
611,168,979,122,144,19,391,164
611,168,977,127,150,21,387,172
611,168,975,132,155,24,383,180
611,168,973,137,161,26,379,188
611,168,971,142,166,28,375,196
611,168,969,147,172,30,371,204
611,168,967,152,177,32,367,212
611,168,965,157,183,35,363,220
611,168,963,162,188,37,359,228
611,168,961,167,194,39,355,236
611,168,959,172,199,41,351,244
611,168,957,177,205,43,347,252
611,168,955,182,210,46,343,260
611,168,953,187,216,48,339,268
611,168,951,192,221,50,335,276
611,168,949,197,227,52,331,284
611,168,947,202,232,54,327,292
611,168,945,207,238,57,323,300
611,168,943,212,243,59,319,308
611,168,941,217,249,61,315,316
611,168,939,222,254,63,311,324
611,168,937,227,260,65,307,332
611,168,935,232,265,68,303,340
611,168,933,237,271,70,299,348
611,168,931,242,276,72,295,356
611,168,929,247,282,74,291,364
611,168,927,252,287,76,287,372
611,168,925,257,293,78,283,380
611,168,923,262,298,81,279,388
611,168,921,267,304,83,275,396
611,168,919,272,309,85,271,404
611,168,917,277,315,87,267,412
611,168,915,282,320,89,263,404
611,168,913,287,326,92,259,396
611,168,911,292,331,94,255,388
611,168,909,297,337,96,251,380
611,168,907,302,342,98,247,372
611,168,905,307,348,100,243,364
611,168,903,312,353,103,239,356
611,168,901,317,359,105,235,348
611,168,899,322,364,107,231,340
611,168,897,327,370,109,227,332
611,168,895,332,375,111,223,324
611,168,893,337,381,114,219,316
611,168,891,342,386,116,215,308
611,168,889,347,392,118,211,300
611,168,887,352,397,120,207,292
611,168,885,357,403,122,203,284
611,168,883,362,408,125,199,276
611,168,881,367,414,127,195,268
611,168,879,372,419,129,191,260
611,168,877,377,425,131,187,252
611,168,875,382,430,133,183,244
611,168,873,387,436,136,179,236
611,168,871,392,441,138,175,228
611,168,869,397,447,140,171,220
611,168,867,402,452,142,167,212
611,168,865,407,458,144,163,204
611,168,863,402,463,147,159,196
611,168,861,397,469,149,155,188
611,168,859,392,474,151,151,180
611,168,857,387,480,153,147,172
611,168,855,382,485,155,143,164
611,168,853,377,491,158,139,156
611,168,851,372,496,160,135,148
611,168,849,367,502,162,131,140
611,168,847,362,507,164,127,132
611,168,845,357,513,166,123,124
611,168,843,352,518,169,119,116
611,168,841,347,524,171,119,108
611,168,839,342,529,173,123,99
611,168,837,337,535,175,128,90
611,168,835,332,540,177,132,81
611,168,833,327,546,180,136,72
611,168,831,322,551,182,141,63
611,168,829,317,557,184,145,55
611,168,827,312,562,186,150,46
611,168,825,307,568,188,154,37
611,168,823,302,573,191,158,28
611,168,821,297,579,193,163,19
611,168,819,292,584,195,167,11
611,168,817,287,590,197,172,19
611,168,815,282,595,199,176,28
611,168,813,277,601,202,180,37
611,168,811,272,606,204,185,46
611,168,809,267,612,206,189,55
611,168,807,262,617,208,194,63
611,168,805,257,623,210,198,72
611,168,803,252,628,213,202,81
611,168,801,247,634,215,207,90
611,168,799,242,639,217,211,99
611,168,797,237,645,219,216,108
611,168,795,232,650,221,220,116
611,168,793,227,656,224,224,125
611,168,791,222,661,226,229,134
611,168,789,217,667,228,233,143
611,168,787,212,672,230,238,152
611,168,785,207,678,232,242,160
611,168,783,202,683,235,246,169
611,168,781,197,689,237,251,178
611,168,779,192,694,239,255,187
611,168,777,187,700,241,260,196
611,168,775,182,705,243,264,204
611,168,773,177,711,246,268,213
611,168,771,172,716,248,273,222
611,168,769,167,722,250,277,231
611,168,767,162,727,252,282,240
611,168,765,157,733,254,286,248
611,168,763,152,738,257,290,257
611,168,761,147,744,259,295,266
611,168,759,142,749,261,299,275
611,168,757,137,755,263,304,284
611,168,755,132,760,265,308,292
611,168,753,127,766,268,312,301
611,168,751,122,771,270,317,310
611,168,749,117,777,272,321,319
611,168,747,112,782,274,326,327
611,168,745,107,788,276,330,336
611,168,743,102,793,279,334,345
611,168,741,97,799,281,339,354
611,168,739,92,804,283,343,363
611,168,737,87,810,285,348,371
611,168,735,82,815,287,352,380
611,168,733,77,821,290,356,389
611,168,731,72,826,292,361,398
611,168,729,67,832,294,365,407
611,168,727,62,837,296,370,398
611,168,725,57,843,299,374,389
611,168,723,52,848,301,378,380
611,168,721,47,854,303,383,371
611,168,719,42,859,305,387,363
611,168,717,37,865,307,392,354
611,168,715,32,870,310,396,345
611,168,713,27,876,312,400,336
611,168,711,22,881,314,405,327
611,168,709,17,887,316,409,319
611,168,707,22,892,318,414,310
611,168,705,27,898,321,418,301
611,168,703,32,903,323,422,292
611,168,701,37,909,325,427,284
611,168,699,42,914,327,431,275
611,168,697,47,920,329,436,266
611,168,695,52,925,332,440,257
611,168,693,57,931,334,444,248
611,168,691,62,936,336,449,240
611,168,689,67,942,338,453,231
611,168,687,72,947,340,458,222
611,168,685,77,953,343,462,213
611,168,683,82,958,345,466,204
611,168,681,87,964,347,471,196
611,168,679,92,969,349,475,187
611,168,677,97,975,351,480,178
611,168,675,102,980,354,484,169
611,168,673,107,986,356,488,160
611,168,671,112,991,358,493,152
611,168,669,117,997,360,497,143
611,168,667,122,1002,362,502,134
611,168,665,127,1008,365,506,125
611,168,663,132,1013,367,510,116
611,168,661,137,1019,369,515,107
611,168,659,142,1024,371,519,99
611,168,657,147,1030,373,524,90
611,168,655,152,1035,376,528,81
611,168,653,157,1041,378,532,72
611,168,651,162,1046,380,537,63
611,168,649,167,1052,382,541,55
611,168,647,172,1057,384,546,46
611,168,645,177,1063,387,550,37
611,168,643,182,1068,389,554,28
611,168,641,187,1074,391,559,19
611,168,639,192,1079,393,563,11
611,168,637,197,1085,395,568,19
611,168,635,202,1090,398,572,28
611,168,633,207,1085,400,576,37
611,168,631,212,1079,402,581,46
611,168,629,217,1074,404,585,55
611,168,627,222,1068,406,590,63
611,168,625,227,1063,404,594,72
611,168,623,232,1057,402,598,81
611,168,621,237,1052,400,603,90
611,168,619,242,1046,398,607,99
611,168,617,247,1041,395,612,107
611,168,615,252,1035,393,616,116
611,168,613,257,1030,391,621,125
611,168,611,262,1024,389,625,134
611,168,609,267,1019,387,629,143
611,168,607,272,1013,384,634,152
611,168,605,277,1008,382,638,160
611,168,603,282,1002,380,643,169
611,168,601,287,997,378,647,178
