Large_X,Large_Y,Small_0X,Small_0Y,Small_1X,Small_1Y,Small_2X,Small_2Y
611,168,599,292,991,376,651,187
611,168,597,297,986,373,656,196
611,168,595,302,980,371,660,204
611,168,593,307,975,369,665,213
611,168,591,312,969,367,669,222
611,168,589,317,964,365,673,231
611,168,587,322,958,362,678,240
611,168,585,327,953,360,682,248
611,168,583,332,947,358,687,257
611,168,581,337,942,356,691,266
611,168,579,342,936,354,695,275
611,168,577,347,931,351,700,284
611,168,575,352,925,349,704,292
611,168,573,357,920,347,709,301
611,168,571,362,914,345,713,310
611,168,569,367,909,343,717,319
611,168,567,372,903,340,722,327
611,168,565,377,898,338,726,336
611,168,563,382,892,336,731,345
611,168,561,387,887,334,735,354
611,168,559,392,881,332,739,363
611,168,557,397,876,329,744,371
611,168,555,402,870,327,748,380
611,168,553,407,865,325,753,389
611,168,551,402,859,323,757,398
611,168,549,397,854,321,761,407
611,168,547,392,848,318,766,398
611,168,545,387,843,316,770,389
611,168,543,382,837,314,775,380
611,168,541,377,832,312,779,371
611,168,539,372,826,310,783,363
611,168,537,367,821,307,788,354
611,168,535,362,815,305,792,345
611,168,533,357,810,303,797,336
611,168,531,352,804,301,801,327
611,168,529,347,799,299,805,319
611,168,527,342,793,296,810,310
611,168,525,337,788,294,814,301
611,168,523,332,782,292,819,292
611,168,521,327,777,290,823,284
611,168,519,322,771,287,827,275
611,168,517,317,766,285,832,266
611,168,515,312,760,283,836,257
611,168,513,307,755,281,841,248
611,168,511,302,749,279,845,240
611,168,509,297,744,276,849,231
611,168,507,292,738,274,854,222
611,168,505,287,733,272,858,213
611,168,503,282,727,270,863,204
611,168,501,277,722,268,867,196
611,168,499,272,716,265,871,187
611,168,497,267,711,263,876,178
611,168,495,262,705,261,880,169
611,168,493,257,700,259,885,160
611,168,491,252,694,257,889,152
611,168,489,247,689,254,893,143
611,168,487,242,683,252,898,134
611,168,485,237,678,250,902,125
611,168,483,232,672,248,907,116
611,168,481,227,667,246,911,107
611,168,479,222,661,243,915,99
611,168,477,217,656,241,920,90
611,168,475,212,650,239,924,81
611,168,473,207,645,237,929,72
611,168,471,202,639,235,933,63
611,168,469,197,634,232,937,55
611,168,467,192,628,230,942,46
611,168,465,187,623,228,946,37
611,168,463,182,617,226,951,28
611,168,461,177,612,224,955,19
611,168,459,172,606,221,959,11
611,168,457,167,601,219,964,19
611,168,455,162,595,217,968,28
611,168,453,157,590,215,973,37
611,168,451,152,584,213,977,46
611,168,449,147,579,210,981,55
611,168,447,142,573,208,986,63
611,168,445,137,568,206,990,72
611,168,443,132,562,204,995,81
611,168,441,127,557,202,999,90
611,168,439,122,551,199,1003,99
611,168,437,117,546,197,1008,107
611,168,435,112,540,195,1012,116
611,168,433,107,535,193,1017,125
611,168,431,102,529,191,1021,134
611,168,429,97,524,188,1025,143
611,168,427,92,518,186,1030,152
611,168,425,87,513,184,1034,160
611,168,423,82,507,182,1039,169
611,168,421,77,502,180,1043,178
611,168,419,72,496,177,1047,187
611,168,417,67,491,175,1052,196
611,168,415,62,485,173,1056,204
611,168,413,57,480,171,1061,213
611,168,411,52,474,169,1065,222
611,168,409,47,469,166,1069,231
611,168,407,42,463,164,1074,240
611,168,405,37,458,162,1078,248
611,168,403,32,452,160,1083,257
611,168,401,27,447,158,1087,266
611,168,399,22,441,155,1083,275
611,168,397,17,436,153,1078,284
611,168,395,22,430,151,1074,292
611,168,393,27,425,149,1069,301
611,168,391,32,419,147,1065,310
611,168,389,37,414,144,1061,319
611,168,387,42,408,142,1056,327
611,168,385,47,403,140,1052,336
611,168,383,52,397,138,1047,345
611,168,381,57,392,136,1043,354
611,168,379,62,386,133,1039,363
611,168,377,67,381,131,1034,371
611,168,375,72,375,129,1030,380
611,168,373,77,370,127,1025,389
611,168,371,82,364,125,1021,398
611,168,369,87,359,122,1017,407
611,168,367,92,353,120,1012,398
611,168,365,97,348,118,1008,389
611,168,363,102,342,116,1003,380
611,168,361,107,337,114,999,371
611,168,359,112,331,111,995,363
611,168,357,117,326,109,990,354
611,168,355,122,320,107,986,345
611,168,353,127,315,105,981,336
611,168,351,132,309,103,977,327
611,168,349,137,304,100,973,319
611,168,347,142,298,98,968,310
611,168,345,147,293,96,964,301
611,168,343,152,287,94,959,292
611,168,341,157,282,92,955,284
611,168,339,162,276,90,951,275
611,168,337,167,271,87,946,266
611,168,335,172,265,85,942,257
611,168,333,177,260,83,937,248
611,168,331,182,254,81,933,240
611,168,329,187,249,79,929,231
611,168,327,192,243,76,924,222
611,168,325,197,238,74,920,213
611,168,323,202,232,72,915,204
611,168,321,207,227,70,911,196
611,168,319,212,221,68,907,187
611,168,317,217,216,65,902,178
611,168,315,222,210,63,898,169
611,168,313,227,205,61,893,160
611,168,311,232,199,59,889,152
611,168,309,237,194,57,885,143
611,168,307,242,188,54,880,134
611,168,305,247,183,52,876,125
611,168,303,252,177,50,871,116
611,168,301,257,172,48,867,107
611,168,299,262,166,46,863,99
611,168,297,267,161,43,858,90
611,168,295,272,155,41,854,81
611,168,293,277,150,39,849,72
611,168,291,282,144,37,845,63
611,168,289,287,139,35,841,55
611,168,287,292,133,32,836,46
611,168,285,297,128,30,832,37
611,168,283,302,122,28,827,28
611,168,281,307,123,26,823,19
611,168,279,312,129,23,819,11
611,168,277,317,135,21,814,19
611,168,275,322,141,18,810,28
611,168,273,327,147,16,805,37
611,168,271,332,153,18,801,46
611,168,269,337,159,21,797,55
611,168,267,342,165,23,792,63
611,168,265,347,171,26,788,72
611,168,263,352,177,28,783,81
611,168,261,357,183,31,779,90
611,168,259,362,189,33,775,99
611,168,257,367,195,35,770,107
611,168,255,372,201,38,766,116
611,168,253,377,207,40,761,125
611,168,251,382,213,43,757,134
611,168,249,387,219,45,753,143
611,168,247,392,225,47,748,152
611,168,245,397,231,50,744,160
611,168,243,402,238,52,739,169
611,168,241,407,244,55,735,178
611,168,239,402,250,57,731,187
611,168,237,397,256,60,726,196
611,168,235,392,262,62,722,204
611,168,233,387,268,64,717,213
611,168,231,382,274,67,713,222
611,168,229,377,280,69,709,231
611,168,227,372,286,72,704,240
611,168,225,367,292,74,700,248
611,168,223,362,298,77,695,257
611,168,221,357,304,79,691,266
611,168,219,352,310,81,687,275
611,168,217,347,316,84,682,284
611,168,215,342,322,86,678,292
611,168,213,337,328,89,673,301
611,168,211,332,334,91,669,310
611,168,209,327,340,93,665,319
611,168,207,322,346,96,660,327
611,168,205,317,352,98,656,336
611,168,203,312,358,101,651,345
611,168,201,307,365,103,647,354
611,168,199,302,371,106,643,363
611,168,197,297,377,108,638,371
611,168,195,292,383,110,634,380
611,168,193,287,389,113,629,389
611,168,191,282,395,115,625,398
611,168,189,277,401,118,621,407
611,168,187,272,407,120,616,398
611,168,185,267,413,122,612,389
611,168,183,262,419,125,607,380
611,168,181,257,425,127,603,371
611,168,179,252,431,130,598,363
611,168,177,247,437,132,594,354
611,168,175,242,443,135,590,345
611,168,173,237,449,137,585,336
611,168,171,232,455,139,581,327
611,168,169,227,461,142,576,319
611,168,167,222,467,144,572,310
611,168,165,217,473,147,568,301
611,168,163,212,479,149,563,292
611,168,161,207,486,152,559,284
611,168,159,202,492,154,554,275
611,168,157,197,498,156,550,266
611,168,155,192,504,159,546,257
611,168,153,187,510,161,541,248
611,168,151,182,516,164,537,240
611,168,149,177,522,166,532,231
611,168,147,172,528,168,528,222
611,168,145,167,534,171,524,213
611,168,143,162,540,173,519,204
611,168,141,157,546,176,515,196
611,168,139,152,552,178,510,187
611,168,137,147,558,181,506,178
611,168,135,142,564,183,502,169
611,168,133,137,570,185,497,160
611,168,131,132,576,188,493,152
611,168,129,127,582,190,488,143
611,168,127,122,588,193,484,134
611,168,125,117,594,195,480,125
611,168,123,112,600,198,475,116
611,168,121,107,607,200,471,107
611,168,119,102,613,202,466,99
611,168,119,97,619,205,462,90
611,168,121,91,625,207,458,81
611,168,123,86,631,210,453,72
611,168,125,80,637,212,449,63
611,168,127,75,643,214,444,55
611,168,130,69,649,217,440,46
611,168,132,64,655,219,436,37
611,168,134,58,661,222,431,28
611,168,136,53,667,224,427,19
611,168,138,47,673,227,422,11
611,168,141,42,679,229,418,19
611,168,143,36,685,231,414,28
611,168,145,31,691,234,409,37
611,168,147,25,697,236,405,46
611,168,149,20,703,239,400,55
611,168,152,14,709,241,396,63
611,168,154,20,715,243,392,72
611,168,156,25,721,246,387,81
611,168,158,31,728,248,383,90
611,168,160,36,734,251,378,99
611,168,163,42,740,253,374,107
611,168,165,47,746,256,370,116
611,168,167,53,752,258,365,125
611,168,169,58,758,260,361,134
611,168,171,64,764,263,356,143
611,168,174,69,770,265,352,152
611,168,176,75,776,268,348,160
611,168,178,80,782,270,343,169
611,168,180,86,788,273,339,178
611,168,182,91,794,275,334,187
611,168,185,97,800,277,330,196
611,168,187,102,806,280,326,204
611,168,189,108,812,282,321,213
611,168,191,113,818,285,317,222
611,168,193,119,824,287,312,231
611,168,196,124,830,289,308,240
611,168,198,130,836,292,304,248
611,168,200,135,842,294,299,257
611,168,202,141,849,297,295,266
611,168,204,146,855,299,290,275
611,168,207,152,861,302,286,284
611,168,209,157,867,304,282,292
611,168,211,163,873,306,277,301
611,168,213,168,879,309,273,310
611,168,215,174,885,311,268,319
611,168,218,179,891,314,264,327
611,168,220,185,897,316,260,336
611,168,222,190,903,319,255,345
611,168,224,196,909,321,251,354
611,168,226,201,915,323,246,363
611,168,229,207,921,326,242,371
611,168,231,212,927,328,238,380
611,168,233,218,933,331,233,389
611,168,235,223,939,333,229,398
611,168,237,229,945,335,224,407
611,168,240,234,951,338,220,398
611,168,242,240,957,340,216,389
611,168,244,245,963,343,211,380
611,168,246,251,970,345,207,371
611,168,248,256,976,348,202,363
611,168,251,262,982,350,198,354
611,168,253,267,988,352,194,345
611,168,255,273,994,355,189,336
611,168,257,278,1000,357,185,327
611,168,259,284,1006,360,180,319
611,168,262,289,1012,362,176,310
611,168,264,295,1018,365,172,301
611,168,266,300,1024,367,167,292
611,168,268,306,1030,369,163,284
611,168,270,311,1036,372,158,275
611,168,273,317,1042,374,154,266
611,168,275,322,1048,377,150,257
611,168,277,328,1054,379,145,248
611,168,279,333,1060,381,141,240
611,168,281,339,1066,384,136,231
611,168,284,344,1072,386,132,222
611,168,286,350,1078,389,128,213
611,168,288,355,1084,391,123,204
611,168,290,361,1091,394,119,196
611,168,293,366,1084,396,119,187
611,168,295,372,1078,398,124,177
611,168,297,377,1072,401,129,167
611,168,299,383,1066,403,134,158
611,168,301,388,1060,406,139,148
611,168,304,394,1054,408,144,138
611,168,306,399,1048,406,148,129
611,168,308,405,1042,403,153,119
611,168,310,410,1036,401,158,109
611,168,312,405,1030,398,163,100
611,168,315,399,1024,396,168,90
611,168,317,394,1018,394,173,80
611,168,319,388,1012,391,177,71
611,168,321,383,1006,389,182,61
611,168,323,377,1000,386,187,51
611,168,326,372,994,384,192,42
611,168,328,366,988,381,197,32
611,168,330,361,982,379,202,22
611,168,332,355,976,377,206,12
611,168,334,350,970,374,211,22
611,168,337,344,963,372,216,32
611,168,339,339,957,369,221,42
611,168,341,333,951,367,226,51
611,168,343,328,945,365,231,61
611,168,345,322,939,362,235,71
611,168,348,317,933,360,240,80
611,168,350,311,927,357,245,90
611,168,352,306,921,355,250,100
611,168,354,300,915,352,255,109
611,168,356,295,909,350,260,119
611,168,359,289,903,348,265,129
611,168,361,284,897,345,269,138
611,168,363,278,891,343,274,148
611,168,365,273,885,340,279,158
611,168,367,267,879,338,284,167
611,168,370,262,873,335,289,177
611,168,372,256,867,333,294,187
611,168,374,251,861,331,298,196
611,168,376,245,855,328,303,206
611,168,378,240,849,326,308,216
611,168,381,234,842,323,313,225
611,168,383,229,836,321,318,235
611,168,385,223,830,319,323,245
611,168,387,218,824,316,327,254
611,168,389,212,818,314,332,264
611,168,392,207,812,311,337,274
611,168,394,201,806,309,342,283
611,168,396,196,800,306,347,293
611,168,398,190,794,304,352,303
611,168,400,185,788,302,356,313
611,168,403,179,782,299,361,322
611,168,405,174,776,297,366,332
611,168,407,168,770,294,371,342
611,168,409,163,764,292,376,351
611,168,411,157,758,289,381,361
611,168,414,152,752,287,386,371
611,168,416,146,746,285,390,380
611,168,418,141,740,282,395,390
611,168,420,135,734,280,400,400
611,168,422,130,728,277,405,409
611,168,425,124,721,275,410,400
611,168,427,119,715,273,415,390
611,168,429,113,709,270,419,380
611,168,431,108,703,268,424,371
611,168,433,102,697,265,429,361
611,168,436,97,691,263,434,351
611,168,438,91,685,260,439,342
611,168,440,86,679,258,444,332
611,168,442,80,673,256,448,322
611,168,444,75,667,253,453,313
611,168,447,69,661,251,458,303
611,168,449,64,655,248,463,293
611,168,451,58,649,246,468,283
611,168,453,53,643,243,473,274
611,168,455,47,637,241,477,264
611,168,458,42,631,239,482,254
611,168,460,36,625,236,487,245
611,168,462,31,619,234,492,235
611,168,464,25,613,231,497,225
611,168,466,20,607,229,502,216
611,168,469,14,600,227,507,206
611,168,471,20,594,224,511,196
611,168,473,25,588,222,516,187
611,168,475,31,582,219,521,177
611,168,477,36,576,217,526,167
611,168,480,42,570,214,531,158
611,168,482,47,564,212,536,148
611,168,484,53,558,210,540,138
611,168,486,58,552,207,545,129
611,168,488,64,546,205,550,119
611,168,491,69,540,202,555,109
611,168,493,75,534,200,560,100
611,168,495,80,528,198,565,90
611,168,497,86,522,195,569,80
611,168,499,91,516,193,574,71
611,168,502,97,510,190,579,61
611,168,504,102,504,188,584,51
611,168,506,108,498,185,589,42
611,168,508,113,492,183,594,32
611,168,510,119,486,181,599,22
611,168,513,124,479,178,603,12
611,168,515,130,473,176,608,22
611,168,517,135,467,173,613,32
611,168,519,141,461,171,618,42
611,168,521,146,455,168,623,51
611,168,524,152,449,166,628,61
611,168,526,157,443,164,632,71
611,168,528,163,437,161,637,80
611,168,530,168,431,159,642,90
611,168,532,174,425,156,647,100
611,168,535,179,419,154,652,109
611,168,537,185,413,152,657,119
611,168,539,190,407,149,661,129
611,168,541,196,401,147,666,138
611,168,543,201,395,144,671,148
611,168,546,207,389,142,676,158
611,168,548,212,383,139,681,167
611,168,550,218,377,137,686,177
611,168,552,223,371,135,690,187
611,168,554,229,365,132,695,196
611,168,557,234,358,130,700,206
611,168,559,240,352,127,705,216
611,168,561,245,346,125,710,225
611,168,563,251,340,122,715,235
611,168,565,256,334,120,720,245
611,168,568,262,328,118,724,254
611,168,570,267,322,115,729,264
611,168,572,273,316,113,734,274
611,168,574,278,310,110,739,283
611,168,576,284,304,108,744,293
611,168,579,289,298,106,749,303
611,168,581,295,292,103,753,313
611,168,583,300,286,101,758,322
611,168,585,306,280,98,763,332
611,168,587,311,274,96,768,342
611,168,590,317,268,93,773,351
611,168,592,322,262,91,778,361
611,168,594,328,256,89,782,371
611,168,596,333,250,86,787,380
611,168,598,339,244,84,792,390
611,168,601,344,238,81,797,400
611,168,603,350,231,79,802,409
611,168,605,355,225,77,807,400
611,168,607,361,219,74,811,390
611,168,609,366,213,72,816,380
611,168,612,372,207,69,821,371
611,168,614,377,201,67,826,361
611,168,616,383,195,64,831,351
611,168,618,388,189,62,836,342
611,168,620,394,183,60,841,332
611,168,623,399,177,57,845,322
611,168,625,405,171,55,850,313
611,168,627,410,165,52,855,303
611,168,629,405,159,50,860,293
611,168,631,399,153,47,865,283
611,168,634,394,147,45,870,274
611,168,636,388,141,43,874,264
611,168,638,383,135,40,879,254
611,168,640,377,129,38,884,245
611,168,642,372,123,35,889,235
611,168,645,366,123,33,894,225
611,168,647,361,130,30,899,216
611,168,649,355,136,28,903,206
611,168,651,350,143,25,908,196
611,168,653,344,150,22,913,187
611,168,656,339,156,20,918,177
611,168,658,333,163,17,923,167
611,168,660,328,170,20,928,158
611,168,662,322,176,22,932,148
611,168,664,317,183,25,937,138
611,168,667,311,190,28,942,129
611,168,669,306,196,30,947,119
611,168,671,300,203,33,952,109
611,168,673,295,210,36,957,100
611,168,675,289,216,38,962,90
611,168,678,284,223,41,966,80
611,168,680,278,230,44,971,71
611,168,682,273,236,46,976,61
611,168,684,267,243,49,981,51
611,168,686,262,250,52,986,42
611,168,689,256,256,54,991,32
611,168,691,251,263,57,995,22
611,168,693,245,270,60,1000,12
611,168,695,240,276,62,1005,22
611,168,697,234,283,65,1010,32
611,168,700,229,290,68,1015,42
611,168,702,223,296,70,1020,51
611,168,704,218,303,73,1024,61
611,168,706,212,309,76,1029,71
611,168,708,207,316,78,1034,80
611,168,711,201,323,81,1039,90
611,168,713,196,329,84,1044,100
611,168,715,190,336,86,1049,109
611,168,717,185,343,89,1053,119
611,168,719,179,349,92,1058,129
611,168,722,174,356,94,1063,138
611,168,724,168,363,97,1068,148
611,168,726,163,369,100,1073,158
611,168,728,157,376,102,1078,167
611,168,730,152,383,105,1083,177
611,168,733,146,389,107,1087,187
611,168,735,141,396,110,1092,196
611,168,737,135,403,113,1097,206
611,168,739,130,409,115,1102,216
611,168,741,124,416,118,1107,225
611,168,744,119,423,121,1112,235
611,168,746,113,429,123,1116,245
611,168,748,108,436,126,1121,254
611,168,750,102,443,129,1116,264
611,168,752,97,449,131,1121,274
611,168,755,91,456,134,1116,283
611,168,757,86,463,137,1121,293
611,168,759,80,469,139,1116,303
611,168,761,75,476,142,1121,313
611,168,763,69,483,145,1116,322
611,168,766,64,489,147,1121,332
611,168,768,58,496,150,1116,342
611,168,770,53,502,153,1121,351
611,168,772,47,509,155,1116,361
611,168,774,42,516,158,1121,371
611,168,777,36,522,161,1116,380
611,168,779,31,529,163,1121,390
611,168,781,25,536,166,1116,400
611,168,783,20,542,169,1121,409
611,168,785,14,549,171,1116,400
611,168,788,20,556,174,1121,390
611,168,790,25,562,177,1116,380
611,168,792,31,569,179,1121,371
611,168,794,36,576,182,1116,361
611,168,796,42,582,185,1121,351
611,168,799,47,589,187,1116,342
611,168,801,53,596,190,1121,332
611,168,803,58,602,193,1116,322
611,168,805,64,609,195,1121,313
611,168,807,69,616,198,1116,303
611,168,810,75,622,201,1121,293
611,168,812,80,629,203,1116,283
611,168,814,86,636,206,1121,274
611,168,816,91,642,209,1126,264
611,168,818,97,649,211,1131,254
611,168,821,102,656,214,1136,245
611,168,823,108,662,217,1141,235
611,168,825,113,669,219,1145,225
611,168,827,119,676,222,1150,216
611,168,829,124,682,225,1155,206
611,168,832,130,689,227,1160,196
611,168,834,135,695,230,1165,187
611,168,836,141,702,233,1170,177
611,168,838,146,709,235,1174,167
611,168,840,152,715,238,1179,158
611,168,843,157,722,241,1184,148
611,168,845,163,729,243,1189,138
611,168,847,168,735,246,1194,129
611,168,849,174,742,249,1199,119
611,168,851,179,749,251,1204,109
611,168,854,185,755,254,1208,100
611,168,856,190,762,257,1213,90
611,168,858,196,769,259,1218,80
611,168,860,201,775,262,1223,71
611,168,862,207,782,265,1228,61
611,168,865,212,789,267,1233,51
611,168,867,218,795,270,1237,42
611,168,869,223,802,273,1242,32
611,168,871,229,809,275,1247,22
611,168,873,234,815,278,1252,12
611,168,876,240,822,281,1257,22
611,168,878,245,829,283,1262,32
611,168,880,251,835,286,1266,42
611,168,882,256,842,289,1271,51
611,168,884,262,849,291,1276,61
611,168,887,267,855,294,1281,71
611,168,889,273,862,296,1286,80
611,168,891,278,869,299,1291,90
611,168,893,284,875,302,1295,100
611,168,895,289,882,304,1300,109
611,168,898,295,888,307,1305,119
611,168,900,300,895,310,1310,129
611,168,902,306,902,312,1315,138
611,168,904,311,908,315,1320,148
611,168,906,317,915,318,1325,158
611,168,909,322,922,320,1329,167
611,168,911,328,928,323,1334,177
611,168,913,333,935,326,1339,187
611,168,915,339,942,328,1344,196
611,168,917,344,948,331,1349,206
611,168,920,350,955,334,1354,216
611,168,922,355,962,336,1358,225
